x0,x1,y0,y1,v,a,r
197.0,341.0,13.0,-66.0,-4.0,0.0,1.0
193.0,337.0,17.0,-62.0,-3.0,0.0,1.0
189.0,333.0,20.0,-59.0,-2.0,0.0,1.0
185.0,329.0,22.0,-57.0,-1.0,0.0,1.0
181.0,325.0,23.0,-56.0,0.0,0.0,1.0
177.0,321.0,23.0,-56.0,1.0,0.0,1.0
173.0,317.0,22.0,-57.0,2.0,0.0,1.0
169.0,313.0,20.0,-59.0,3.0,0.0,1.0
165.0,309.0,17.0,-62.0,4.0,0.0,1.0
161.0,305.0,13.0,-66.0,5.0,0.0,1.0
157.0,301.0,8.0,-71.0,6.0,0.0,1.0
153.0,297.0,2.0,-77.0,7.0,0.0,1.0
149.0,293.0,-5.0,-84.0,8.0,0.0,1.0
145.0,289.0,-13.0,-92.0,9.0,0.0,1.0
141.0,285.0,-22.0,-101.0,10.0,0.0,1.0
137.0,281.0,-32.0,-111.0,10.0,0.0,1.0
133.0,277.0,-23.0,-102.0,-9.0,1.0,1.0
129.0,273.0,-14.0,-93.0,-8.0,0.0,1.0
125.0,269.0,-6.0,-85.0,-7.0,0.0,1.0
121.0,265.0,1.0,-78.0,-6.0,0.0,1.0
117.0,261.0,7.0,-72.0,-5.0,0.0,1.0
113.0,257.0,12.0,-67.0,-4.0,0.0,1.0
109.0,253.0,16.0,-63.0,-3.0,0.0,1.0
105.0,249.0,19.0,-60.0,-2.0,0.0,1.0
101.0,245.0,21.0,-58.0,-1.0,0.0,1.0
97.0,241.0,22.0,-57.0,0.0,0.0,1.0
93.0,237.0,22.0,-57.0,1.0,0.0,1.0
89.0,233.0,21.0,-58.0,2.0,0.0,1.0
85.0,229.0,19.0,-60.0,3.0,0.0,1.0
81.0,225.0,16.0,-63.0,4.0,0.0,1.0
77.0,221.0,12.0,-67.0,5.0,0.0,1.0
73.0,217.0,7.0,-72.0,6.0,0.0,1.0
69.0,213.0,1.0,-78.0,7.0,0.0,1.0
65.0,209.0,-6.0,-85.0,8.0,0.0,1.0
61.0,205.0,-14.0,-93.0,9.0,0.0,1.0
57.0,201.0,-23.0,-102.0,10.0,0.0,1.0
53.0,197.0,-33.0,-112.0,10.0,0.0,1.0
49.0,193.0,-24.0,-103.0,-9.0,1.0,1.0
45.0,189.0,-15.0,-94.0,-8.0,0.0,1.0
41.0,185.0,-7.0,-86.0,-7.0,0.0,1.0
37.0,181.0,0.0,-79.0,-6.0,0.0,1.0
33.0,177.0,6.0,-73.0,-5.0,0.0,1.0
29.0,173.0,11.0,-68.0,-4.0,0.0,1.0
25.0,169.0,15.0,-64.0,-3.0,0.0,1.0
21.0,165.0,18.0,-61.0,-2.0,0.0,1.0
17.0,161.0,20.0,-59.0,-1.0,0.0,1.0
13.0,157.0,21.0,-58.0,0.0,0.0,1.0
9.0,153.0,21.0,-58.0,1.0,0.0,1.0
5.0,149.0,20.0,-59.0,2.0,0.0,1.0
1.0,145.0,18.0,-61.0,3.0,0.0,1.0
141.0,0.0,-64.0,0.0,4.0,0.0,1.0
137.0,287.0,-55.0,-97.0,-9.0,1.0,1.0
133.0,283.0,-46.0,-88.0,-9.0,1.0,1.0
129.0,279.0,-37.0,-79.0,-9.0,1.0,1.0
125.0,275.0,-28.0,-70.0,-9.0,1.0,1.0
121.0,271.0,-19.0,-61.0,-9.0,1.0,1.0
117.0,267.0,-10.0,-52.0,-8.0,0.0,1.0
113.0,263.0,-2.0,-44.0,-7.0,0.0,1.0
109.0,259.0,5.0,-37.0,-6.0,0.0,1.0
105.0,255.0,11.0,-31.0,-5.0,0.0,1.0
101.0,251.0,16.0,-26.0,-4.0,0.0,1.0
97.0,247.0,20.0,-22.0,-3.0,0.0,1.0
93.0,243.0,23.0,-19.0,-2.0,0.0,1.0
89.0,239.0,25.0,-17.0,-1.0,0.0,1.0
85.0,235.0,26.0,-16.0,0.0,0.0,1.0
81.0,231.0,26.0,-16.0,1.0,0.0,1.0
77.0,227.0,25.0,-17.0,2.0,0.0,1.0
73.0,223.0,23.0,-19.0,3.0,0.0,1.0
69.0,219.0,20.0,-22.0,4.0,0.0,1.0
65.0,215.0,16.0,-26.0,5.0,0.0,1.0
61.0,211.0,11.0,-31.0,6.0,0.0,1.0
57.0,207.0,5.0,-37.0,7.0,0.0,1.0
53.0,203.0,-2.0,-44.0,8.0,0.0,1.0
49.0,199.0,-10.0,-52.0,9.0,0.0,1.0
45.0,195.0,-19.0,-61.0,10.0,0.0,1.0
41.0,191.0,-29.0,-71.0,10.0,0.0,1.0
37.0,187.0,-20.0,-62.0,-9.0,1.0,1.0
33.0,183.0,-11.0,-53.0,-8.0,0.0,1.0
29.0,179.0,-3.0,-45.0,-7.0,0.0,1.0
25.0,175.0,4.0,-38.0,-6.0,0.0,1.0
21.0,171.0,10.0,-32.0,-5.0,0.0,1.0
17.0,167.0,15.0,-27.0,-4.0,0.0,1.0
13.0,163.0,19.0,-23.0,-3.0,0.0,1.0
9.0,159.0,22.0,-20.0,-2.0,0.0,1.0
5.0,155.0,24.0,-18.0,-1.0,0.0,1.0
1.0,151.0,25.0,-17.0,0.0,0.0,1.0
147.0,0.0,-17.0,0.0,1.0,0.0,1.0
143.0,287.0,-18.0,-4.0,2.0,0.0,1.0
139.0,283.0,-20.0,-6.0,3.0,0.0,1.0
135.0,279.0,-23.0,-9.0,4.0,0.0,1.0
131.0,275.0,-27.0,-13.0,5.0,0.0,1.0
127.0,271.0,-18.0,-4.0,-9.0,1.0,1.0
123.0,267.0,-9.0,5.0,-8.0,0.0,1.0
119.0,263.0,-1.0,13.0,-7.0,0.0,1.0
115.0,259.0,6.0,20.0,-6.0,0.0,1.0
111.0,255.0,12.0,26.0,-5.0,0.0,1.0
107.0,251.0,17.0,31.0,-4.0,0.0,1.0
103.0,247.0,21.0,35.0,-3.0,0.0,1.0
99.0,243.0,24.0,38.0,-2.0,0.0,1.0
95.0,239.0,26.0,40.0,-1.0,0.0,1.0
91.0,235.0,27.0,41.0,0.0,0.0,1.0
87.0,231.0,27.0,41.0,1.0,0.0,1.0
83.0,227.0,26.0,40.0,2.0,0.0,1.0
79.0,223.0,24.0,38.0,3.0,0.0,1.0
75.0,219.0,21.0,35.0,4.0,0.0,1.0
71.0,215.0,17.0,31.0,5.0,0.0,1.0
67.0,211.0,12.0,26.0,6.0,0.0,1.0
63.0,207.0,6.0,20.0,7.0,0.0,1.0
59.0,203.0,-1.0,13.0,8.0,0.0,1.0
55.0,199.0,-9.0,5.0,9.0,0.0,1.0
51.0,195.0,-18.0,-4.0,10.0,0.0,1.0
47.0,191.0,-28.0,-14.0,10.0,0.0,1.0
43.0,187.0,-19.0,-5.0,-9.0,1.0,1.0
39.0,183.0,-10.0,4.0,-8.0,0.0,1.0
35.0,179.0,-2.0,12.0,-7.0,0.0,1.0
31.0,175.0,5.0,19.0,-6.0,0.0,1.0
27.0,171.0,11.0,25.0,-5.0,0.0,1.0
23.0,167.0,16.0,30.0,-4.0,0.0,1.0
19.0,163.0,20.0,34.0,-3.0,0.0,1.0
15.0,159.0,23.0,37.0,-2.0,0.0,1.0
11.0,155.0,25.0,39.0,-1.0,0.0,1.0
7.0,151.0,26.0,40.0,0.0,0.0,1.0
3.0,147.0,26.0,40.0,1.0,0.0,1.0
143.0,0.0,39.0,0.0,2.0,0.0,1.0
139.0,0.0,37.0,0.0,3.0,0.0,1.0
135.0,287.0,34.0,88.0,4.0,0.0,1.0
131.0,283.0,30.0,84.0,5.0,0.0,1.0
127.0,279.0,25.0,79.0,6.0,0.0,1.0
123.0,275.0,19.0,73.0,7.0,0.0,1.0
119.0,271.0,12.0,66.0,8.0,0.0,1.0
115.0,267.0,4.0,58.0,9.0,0.0,1.0
111.0,263.0,-5.0,49.0,10.0,0.0,1.0
107.0,259.0,-15.0,39.0,10.0,0.0,1.0
103.0,255.0,-25.0,29.0,10.0,0.0,1.0
99.0,251.0,-35.0,19.0,10.0,0.0,1.0
95.0,247.0,-26.0,28.0,-9.0,1.0,1.0
91.0,243.0,-17.0,37.0,-9.0,1.0,1.0
87.0,239.0,-8.0,46.0,-8.0,0.0,1.0
83.0,235.0,0.0,54.0,-7.0,0.0,1.0
79.0,231.0,7.0,61.0,-6.0,0.0,1.0
75.0,227.0,13.0,67.0,-5.0,0.0,1.0
71.0,223.0,18.0,72.0,-4.0,0.0,1.0
67.0,219.0,22.0,76.0,-3.0,0.0,1.0
63.0,215.0,25.0,79.0,-2.0,0.0,1.0
59.0,211.0,27.0,81.0,-1.0,0.0,1.0
55.0,207.0,28.0,82.0,0.0,0.0,1.0
51.0,203.0,28.0,82.0,1.0,0.0,1.0
47.0,199.0,27.0,81.0,2.0,0.0,1.0
43.0,195.0,25.0,79.0,3.0,0.0,1.0
39.0,191.0,22.0,76.0,4.0,0.0,1.0
35.0,187.0,18.0,72.0,5.0,0.0,1.0
31.0,183.0,13.0,67.0,6.0,0.0,1.0
27.0,179.0,7.0,61.0,7.0,0.0,1.0
23.0,175.0,0.0,54.0,8.0,0.0,1.0
19.0,171.0,-8.0,46.0,9.0,0.0,1.0
15.0,167.0,-17.0,37.0,10.0,0.0,1.0
11.0,163.0,-27.0,27.0,10.0,0.0,1.0
7.0,159.0,-18.0,36.0,-9.0,1.0,1.0
3.0,155.0,-9.0,45.0,-8.0,0.0,1.0
151.0,0.0,53.0,0.0,-7.0,0.0,1.0
147.0,0.0,60.0,0.0,-6.0,0.0,1.0
143.0,287.0,66.0,9.0,-5.0,0.0,1.0
139.0,283.0,71.0,14.0,-4.0,0.0,1.0
135.0,279.0,75.0,18.0,-3.0,0.0,1.0
131.0,275.0,78.0,21.0,-2.0,0.0,1.0
127.0,271.0,80.0,23.0,-1.0,0.0,1.0
123.0,267.0,81.0,24.0,0.0,0.0,1.0
119.0,263.0,81.0,24.0,1.0,0.0,1.0
115.0,259.0,80.0,23.0,2.0,0.0,1.0
111.0,255.0,78.0,21.0,3.0,0.0,1.0
107.0,251.0,75.0,18.0,4.0,0.0,1.0
103.0,247.0,71.0,14.0,5.0,0.0,1.0
99.0,243.0,66.0,9.0,6.0,0.0,1.0
95.0,239.0,60.0,3.0,7.0,0.0,1.0
91.0,235.0,53.0,-4.0,8.0,0.0,1.0
87.0,231.0,45.0,-12.0,9.0,0.0,1.0
83.0,227.0,36.0,-21.0,10.0,0.0,1.0
79.0,223.0,26.0,-31.0,10.0,0.0,1.0
75.0,219.0,16.0,-41.0,10.0,0.0,1.0
71.0,215.0,6.0,-51.0,10.0,0.0,1.0
67.0,211.0,-4.0,-61.0,10.0,0.0,1.0
63.0,207.0,-14.0,-71.0,10.0,0.0,1.0
59.0,203.0,-24.0,-81.0,10.0,0.0,1.0
55.0,199.0,-34.0,-91.0,10.0,0.0,1.0
51.0,195.0,-25.0,-82.0,-9.0,1.0,1.0
47.0,191.0,-16.0,-73.0,-8.0,0.0,1.0
43.0,187.0,-8.0,-65.0,-7.0,0.0,1.0
39.0,183.0,-1.0,-58.0,-6.0,0.0,1.0
35.0,179.0,5.0,-52.0,-5.0,0.0,1.0
31.0,175.0,10.0,-47.0,-4.0,0.0,1.0
27.0,171.0,14.0,-43.0,-3.0,0.0,1.0
23.0,167.0,17.0,-40.0,-2.0,0.0,1.0
19.0,163.0,19.0,-38.0,-1.0,0.0,1.0
15.0,159.0,20.0,-37.0,0.0,0.0,1.0
11.0,155.0,20.0,-37.0,1.0,0.0,1.0
7.0,151.0,19.0,-38.0,2.0,0.0,1.0
3.0,147.0,17.0,-40.0,3.0,0.0,1.0
143.0,0.0,-43.0,0.0,4.0,0.0,1.0
139.0,0.0,-34.0,0.0,-9.0,1.0,1.0
135.0,287.0,-25.0,26.0,-9.0,1.0,1.0
131.0,283.0,-16.0,35.0,-8.0,0.0,1.0
127.0,279.0,-8.0,43.0,-7.0,0.0,1.0
123.0,275.0,-1.0,50.0,-6.0,0.0,1.0
119.0,271.0,5.0,56.0,-5.0,0.0,1.0
115.0,267.0,10.0,61.0,-4.0,0.0,1.0
111.0,263.0,14.0,65.0,-3.0,0.0,1.0
107.0,259.0,17.0,68.0,-2.0,0.0,1.0
103.0,255.0,19.0,70.0,-1.0,0.0,1.0
99.0,251.0,20.0,71.0,0.0,0.0,1.0
95.0,247.0,20.0,71.0,1.0,0.0,1.0
91.0,243.0,19.0,70.0,2.0,0.0,1.0
87.0,239.0,17.0,68.0,3.0,0.0,1.0
83.0,235.0,14.0,65.0,4.0,0.0,1.0
79.0,231.0,10.0,61.0,5.0,0.0,1.0
75.0,227.0,5.0,56.0,6.0,0.0,1.0
71.0,223.0,-1.0,50.0,7.0,0.0,1.0
67.0,219.0,-8.0,43.0,8.0,0.0,1.0
63.0,215.0,-16.0,35.0,9.0,0.0,1.0
59.0,211.0,-25.0,26.0,10.0,0.0,1.0
55.0,207.0,-35.0,16.0,10.0,0.0,1.0
51.0,203.0,-26.0,25.0,-9.0,1.0,1.0
47.0,199.0,-17.0,34.0,-9.0,1.0,1.0
43.0,195.0,-8.0,43.0,-8.0,0.0,1.0
39.0,191.0,0.0,51.0,-7.0,0.0,1.0
35.0,187.0,7.0,58.0,-6.0,0.0,1.0
31.0,183.0,13.0,64.0,-5.0,0.0,1.0
27.0,179.0,18.0,69.0,-4.0,0.0,1.0
23.0,175.0,22.0,73.0,-3.0,0.0,1.0
19.0,171.0,25.0,76.0,-2.0,0.0,1.0
15.0,167.0,27.0,78.0,-1.0,0.0,1.0
11.0,163.0,28.0,79.0,0.0,0.0,1.0
7.0,159.0,28.0,79.0,1.0,0.0,1.0
3.0,155.0,27.0,78.0,2.0,0.0,1.0
151.0,0.0,76.0,0.0,3.0,0.0,1.0
147.0,0.0,73.0,0.0,4.0,0.0,1.0
143.0,287.0,69.0,28.0,5.0,0.0,1.0
139.0,283.0,64.0,23.0,6.0,0.0,1.0
135.0,279.0,58.0,17.0,7.0,0.0,1.0
131.0,275.0,51.0,10.0,8.0,0.0,1.0
127.0,271.0,43.0,2.0,9.0,0.0,1.0
123.0,267.0,34.0,-7.0,10.0,0.0,1.0
119.0,263.0,24.0,-17.0,10.0,0.0,1.0
115.0,259.0,14.0,-27.0,10.0,0.0,1.0
111.0,255.0,4.0,-37.0,10.0,0.0,1.0
107.0,251.0,-6.0,-47.0,10.0,0.0,1.0
103.0,247.0,-16.0,-57.0,10.0,0.0,1.0
99.0,243.0,-26.0,-67.0,10.0,0.0,1.0
95.0,239.0,-17.0,-58.0,-9.0,1.0,1.0
91.0,235.0,-8.0,-49.0,-8.0,0.0,1.0
87.0,231.0,0.0,-41.0,-7.0,0.0,1.0
83.0,227.0,7.0,-34.0,-6.0,0.0,1.0
79.0,223.0,13.0,-28.0,-5.0,0.0,1.0
75.0,219.0,18.0,-23.0,-4.0,0.0,1.0
71.0,215.0,22.0,-19.0,-3.0,0.0,1.0
67.0,211.0,25.0,-16.0,-2.0,0.0,1.0
63.0,207.0,27.0,-14.0,-1.0,0.0,1.0
59.0,203.0,28.0,-13.0,0.0,0.0,1.0
55.0,199.0,28.0,-13.0,1.0,0.0,1.0
51.0,195.0,27.0,-14.0,2.0,0.0,1.0
47.0,191.0,25.0,-16.0,3.0,0.0,1.0
43.0,187.0,22.0,-19.0,4.0,0.0,1.0
39.0,183.0,18.0,-23.0,5.0,0.0,1.0
35.0,179.0,13.0,-28.0,6.0,0.0,1.0
31.0,175.0,7.0,-34.0,7.0,0.0,1.0
27.0,171.0,0.0,-41.0,8.0,0.0,1.0
23.0,167.0,-8.0,-49.0,9.0,0.0,1.0
19.0,163.0,-17.0,-58.0,10.0,0.0,1.0
15.0,159.0,-27.0,-68.0,10.0,0.0,1.0
11.0,155.0,-18.0,-59.0,-9.0,1.0,1.0
7.0,151.0,-9.0,-50.0,-8.0,0.0,1.0
3.0,147.0,-1.0,-42.0,-7.0,0.0,1.0
143.0,0.0,-35.0,0.0,-6.0,0.0,1.0
139.0,0.0,-26.0,0.0,-9.0,1.0,1.0
135.0,287.0,-17.0,1.0,-9.0,1.0,1.0
131.0,283.0,-8.0,10.0,-8.0,0.0,1.0
127.0,279.0,0.0,18.0,-7.0,0.0,1.0
123.0,275.0,7.0,25.0,-6.0,0.0,1.0
119.0,271.0,13.0,31.0,-5.0,0.0,1.0
115.0,267.0,18.0,36.0,-4.0,0.0,1.0
111.0,263.0,22.0,40.0,-3.0,0.0,1.0
107.0,259.0,25.0,43.0,-2.0,0.0,1.0
103.0,255.0,27.0,45.0,-1.0,0.0,1.0
99.0,251.0,28.0,46.0,0.0,0.0,1.0
95.0,247.0,28.0,46.0,1.0,0.0,1.0
91.0,243.0,27.0,45.0,2.0,0.0,1.0
87.0,239.0,25.0,43.0,3.0,0.0,1.0
83.0,235.0,22.0,40.0,4.0,0.0,1.0
79.0,231.0,18.0,36.0,5.0,0.0,1.0
75.0,227.0,13.0,31.0,6.0,0.0,1.0
71.0,223.0,7.0,25.0,7.0,0.0,1.0
67.0,219.0,0.0,18.0,8.0,0.0,1.0
63.0,215.0,-8.0,10.0,9.0,0.0,1.0
59.0,211.0,-17.0,1.0,10.0,0.0,1.0
55.0,207.0,-27.0,-9.0,10.0,0.0,1.0
51.0,203.0,-18.0,0.0,-9.0,1.0,1.0
47.0,199.0,-9.0,9.0,-8.0,0.0,1.0
43.0,195.0,-1.0,17.0,-7.0,0.0,1.0
39.0,191.0,6.0,24.0,-6.0,0.0,1.0
35.0,187.0,12.0,30.0,-5.0,0.0,1.0
31.0,183.0,17.0,35.0,-4.0,0.0,1.0
27.0,179.0,21.0,39.0,-3.0,0.0,1.0
23.0,175.0,24.0,42.0,-2.0,0.0,1.0
19.0,171.0,26.0,44.0,-1.0,0.0,1.0
15.0,167.0,27.0,45.0,0.0,0.0,1.0
11.0,163.0,27.0,45.0,1.0,0.0,1.0
7.0,159.0,26.0,44.0,2.0,0.0,1.0
3.0,155.0,24.0,42.0,3.0,0.0,1.0
151.0,0.0,39.0,0.0,4.0,0.0,1.0
147.0,0.0,35.0,0.0,5.0,0.0,1.0
143.0,287.0,30.0,95.0,6.0,0.0,1.0
139.0,283.0,24.0,89.0,7.0,0.0,1.0
135.0,279.0,17.0,82.0,8.0,0.0,1.0
131.0,275.0,9.0,74.0,9.0,0.0,1.0
127.0,271.0,0.0,65.0,10.0,0.0,1.0
123.0,267.0,-10.0,55.0,10.0,0.0,1.0
119.0,263.0,-20.0,45.0,10.0,0.0,1.0
115.0,259.0,-30.0,35.0,10.0,0.0,1.0
111.0,255.0,-21.0,44.0,-9.0,1.0,1.0
107.0,251.0,-12.0,53.0,-8.0,0.0,1.0
103.0,247.0,-4.0,61.0,-7.0,0.0,1.0
99.0,243.0,3.0,68.0,-6.0,0.0,1.0
95.0,239.0,9.0,74.0,-5.0,0.0,1.0
91.0,235.0,14.0,79.0,-4.0,0.0,1.0
87.0,231.0,18.0,83.0,-3.0,0.0,1.0
83.0,227.0,21.0,86.0,-2.0,0.0,1.0
79.0,223.0,23.0,88.0,-1.0,0.0,1.0
75.0,219.0,24.0,89.0,0.0,0.0,1.0
71.0,215.0,24.0,89.0,1.0,0.0,1.0
67.0,211.0,23.0,88.0,2.0,0.0,1.0
63.0,207.0,21.0,86.0,3.0,0.0,1.0
59.0,203.0,18.0,83.0,4.0,0.0,1.0
55.0,199.0,14.0,79.0,5.0,0.0,1.0
51.0,195.0,9.0,74.0,6.0,0.0,1.0
47.0,191.0,3.0,68.0,7.0,0.0,1.0
43.0,187.0,-4.0,61.0,8.0,0.0,1.0
39.0,183.0,-12.0,53.0,9.0,0.0,1.0
35.0,179.0,-21.0,44.0,10.0,0.0,1.0
31.0,175.0,-31.0,34.0,10.0,0.0,1.0
27.0,171.0,-22.0,43.0,-9.0,1.0,1.0
23.0,167.0,-13.0,52.0,-8.0,0.0,1.0
19.0,163.0,-5.0,60.0,-7.0,0.0,1.0
15.0,159.0,2.0,67.0,-6.0,0.0,1.0
11.0,155.0,8.0,73.0,-5.0,0.0,1.0
7.0,151.0,13.0,78.0,-4.0,0.0,1.0
3.0,147.0,17.0,82.0,-3.0,0.0,1.0
143.0,0.0,85.0,0.0,-2.0,0.0,1.0
139.0,0.0,87.0,0.0,-1.0,0.0,1.0
135.0,287.0,88.0,100.0,0.0,0.0,1.0
131.0,283.0,88.0,100.0,1.0,0.0,1.0
127.0,279.0,87.0,99.0,2.0,0.0,1.0
123.0,275.0,85.0,97.0,3.0,0.0,1.0
119.0,271.0,82.0,94.0,4.0,0.0,1.0
115.0,267.0,78.0,90.0,5.0,0.0,1.0
111.0,263.0,73.0,85.0,6.0,0.0,1.0
107.0,259.0,67.0,79.0,7.0,0.0,1.0
103.0,255.0,60.0,72.0,8.0,0.0,1.0
99.0,251.0,52.0,64.0,9.0,0.0,1.0
95.0,247.0,43.0,55.0,10.0,0.0,1.0
91.0,243.0,33.0,45.0,10.0,0.0,1.0
87.0,239.0,23.0,35.0,10.0,0.0,1.0
83.0,235.0,13.0,25.0,10.0,0.0,1.0
79.0,231.0,3.0,15.0,10.0,0.0,1.0
75.0,227.0,-7.0,5.0,10.0,0.0,1.0
71.0,223.0,-17.0,-5.0,10.0,0.0,1.0
67.0,219.0,-27.0,-15.0,10.0,0.0,1.0
63.0,215.0,-18.0,-6.0,-9.0,1.0,1.0
59.0,211.0,-9.0,3.0,-8.0,0.0,1.0
55.0,207.0,-1.0,11.0,-7.0,0.0,1.0
51.0,203.0,6.0,18.0,-6.0,0.0,1.0
47.0,199.0,12.0,24.0,-5.0,0.0,1.0
43.0,195.0,17.0,29.0,-4.0,0.0,1.0
39.0,191.0,21.0,33.0,-3.0,0.0,1.0
35.0,187.0,24.0,36.0,-2.0,0.0,1.0
31.0,183.0,26.0,38.0,-1.0,0.0,1.0
27.0,179.0,27.0,39.0,0.0,0.0,1.0
23.0,175.0,27.0,39.0,1.0,0.0,1.0
19.0,171.0,26.0,38.0,2.0,0.0,1.0
15.0,167.0,24.0,36.0,3.0,0.0,1.0
11.0,163.0,21.0,33.0,4.0,0.0,1.0
7.0,159.0,17.0,29.0,5.0,0.0,1.0
3.0,155.0,12.0,24.0,6.0,0.0,1.0
151.0,0.0,18.0,0.0,7.0,0.0,1.0
147.0,0.0,11.0,0.0,8.0,0.0,1.0
143.0,287.0,3.0,-67.0,9.0,0.0,1.0
139.0,283.0,-6.0,-76.0,10.0,0.0,1.0
135.0,279.0,-16.0,-86.0,10.0,0.0,1.0
131.0,275.0,-26.0,-96.0,10.0,0.0,1.0
127.0,271.0,-17.0,-87.0,-9.0,1.0,1.0
123.0,267.0,-8.0,-78.0,-8.0,0.0,1.0
119.0,263.0,0.0,-70.0,-7.0,0.0,1.0
115.0,259.0,7.0,-63.0,-6.0,0.0,1.0
111.0,255.0,13.0,-57.0,-5.0,0.0,1.0
107.0,251.0,18.0,-52.0,-4.0,0.0,1.0
103.0,247.0,22.0,-48.0,-3.0,0.0,1.0
99.0,243.0,25.0,-45.0,-2.0,0.0,1.0
95.0,239.0,27.0,-43.0,-1.0,0.0,1.0
91.0,235.0,28.0,-42.0,0.0,0.0,1.0
87.0,231.0,28.0,-42.0,1.0,0.0,1.0
83.0,227.0,27.0,-43.0,2.0,0.0,1.0
79.0,223.0,25.0,-45.0,3.0,0.0,1.0
75.0,219.0,22.0,-48.0,4.0,0.0,1.0
71.0,215.0,18.0,-52.0,5.0,0.0,1.0
67.0,211.0,13.0,-57.0,6.0,0.0,1.0
63.0,207.0,7.0,-63.0,7.0,0.0,1.0
59.0,203.0,0.0,-70.0,8.0,0.0,1.0
55.0,199.0,-8.0,-78.0,9.0,0.0,1.0
51.0,195.0,-17.0,-87.0,10.0,0.0,1.0
47.0,191.0,-27.0,-97.0,10.0,0.0,1.0
