473.0,617.0,-13.0,-20.0,-8.0,0.0,1.0
469.0,613.0,-5.0,-12.0,-7.0,0.0,1.0
465.0,609.0,2.0,-5.0,-6.0,0.0,1.0
461.0,605.0,8.0,1.0,-5.0,0.0,1.0
457.0,601.0,13.0,6.0,-4.0,0.0,1.0
453.0,597.0,17.0,10.0,-3.0,0.0,1.0
449.0,593.0,20.0,13.0,-2.0,0.0,1.0
445.0,589.0,22.0,15.0,-1.0,0.0,1.0
441.0,585.0,23.0,16.0,0.0,0.0,1.0
437.0,581.0,23.0,16.0,1.0,0.0,1.0
433.0,577.0,22.0,15.0,2.0,0.0,1.0
429.0,573.0,20.0,13.0,3.0,0.0,1.0
425.0,569.0,17.0,10.0,4.0,0.0,1.0
421.0,565.0,13.0,6.0,5.0,0.0,1.0
417.0,561.0,8.0,1.0,6.0,0.0,1.0
413.0,557.0,2.0,-5.0,7.0,0.0,1.0
409.0,553.0,-5.0,-12.0,8.0,0.0,1.0
405.0,549.0,-13.0,-20.0,9.0,0.0,1.0
401.0,545.0,-22.0,-29.0,10.0,0.0,1.0
397.0,541.0,-32.0,-39.0,10.0,0.0,1.0
393.0,537.0,-23.0,-30.0,-9.0,1.0,1.0
389.0,533.0,-14.0,-21.0,-8.0,0.0,1.0
385.0,529.0,-6.0,-13.0,-7.0,0.0,1.0
381.0,525.0,1.0,-6.0,-6.0,0.0,1.0
377.0,521.0,7.0,0.0,-5.0,0.0,1.0
373.0,517.0,12.0,5.0,-4.0,0.0,1.0
369.0,513.0,16.0,9.0,-3.0,0.0,1.0
365.0,509.0,19.0,12.0,-2.0,0.0,1.0
361.0,505.0,21.0,14.0,-1.0,0.0,1.0
357.0,501.0,22.0,15.0,0.0,0.0,1.0
353.0,497.0,22.0,15.0,1.0,0.0,1.0
349.0,493.0,21.0,14.0,2.0,0.0,1.0
345.0,489.0,19.0,12.0,3.0,0.0,1.0
341.0,485.0,16.0,9.0,4.0,0.0,1.0
337.0,481.0,12.0,5.0,5.0,0.0,1.0
333.0,477.0,7.0,0.0,6.0,0.0,1.0
329.0,473.0,1.0,-6.0,7.0,0.0,1.0
